Gene,b3,b4,i1,i2,i1n,i2n,b3n,b4n,Start,Stop,Order,Strand,Length,Function,InsectFitness
38,1954,2647,192,379,145,379,466,689,43119,44102,38,-,984,oxidoreductase (EC 1.6.5.5),2.20419847328244
4632,3683,2221,269,455,204,455,878,578,5127243,5128310,4632,+,1068,hypothetical protein,2.20940819423369
4354,8789,4672,692,969,524,969,2096,1215,4836154,4836723,4354,-,570,cis-trans isomerase PpiA precursor (EC 5.2.1.8),2.21768251841929
2341,410,316,28,60,21,60,98,82,2559991,2560551,2341,-,561,protein; Unknown protein,2.22222222222222
4041,79,2,0,9,0,9,19,1,4472286,4472450,4041,-,165,outer membrane secretion protein - Rhodobacter capsulatus,2.22222222222222
2717,351,516,41,67,31,67,84,134,2921865,2922845,2717,+,981,bacteriophage tail fiber C-terminus,2.22448979591837
4455,5683,1436,453,434,343,434,1355,374,4943505,4944980,4455,+,1476,semialdehyde dehydrogenase (EC 1.2.1.71),2.22522522522523
4158,339,2004,216,106,164,106,81,521,4643212,4643463,4158,+,252,protein,2.22962962962963
626,1106,582,199,35,151,35,263,152,647917,648537,626,-,621,small subunit 7-methylguanosine (m7G) methyltransferase GidB,2.23118279569892
153,50,1033,12,116,9,116,11,268,163507,163974,153,+,468,deaminase (EC 3.5.4.3),2.232
119,38,0,0,4,0,4,9,0,131258,131887,119,-,630,"ABC transporter, auxiliary component YrbC",2.25
1499,281,156,32,24,24,24,67,41,1633487,1634773,1499,-,1287,lytic murein transglycosylase A precursor (EC 3.2.1.-),2.25
4440,1,35,0,4,0,4,0,9,4930122,4930298,4440,+,177,protein,2.25
886,311,572,78,40,59,40,74,149,933990,934304,886,-,315,protein,2.25252525252525
3813,3463,3928,438,487,332,487,826,1023,4162885,4164399,3813,-,1515,probable transporter,2.25763125763126
1996,14888,9795,2003,1179,1515,1179,3549,2546,2167154,2173687,1996,+,6534,probable insecticidal toxin,2.26243504083148
4373,2683,7898,699,662,529,662,640,2055,4856878,4857318,4373,+,441,protein similar to VCA0109,2.26280436607893
1761,1,165,11,11,8,11,0,43,1914833,1915261,1761,+,429,protein LrgA,2.26315789473684
494,770,388,54,84,41,84,182,101,492719,493771,494,-,1053,synthase (EC 2.5.1.47),2.264
2890,4797,4042,529,568,401,568,1143,1052,3128772,3129959,2890,-,1188,of the major facilitator superfamily,2.26522187822497
1107,2968,687,204,235,154,235,708,178,1178160,1179602,1107,+,1443,adenylyltransferase subunit 1 (EC 2.7.7.4),2.27763496143959
248,383,876,21,124,16,124,91,228,254025,254624,248,+,600,"regulator SlmA, TetR family",2.27857142857143
2934,568,698,100,63,76,63,135,182,3179189,3180091,2934,+,903,synthetase,2.28057553956835
590,2983,3166,370,392,280,392,711,823,608201,608782,590,+,582,hypothetical protein,2.2827380952381
98,494,1586,155,116,117,116,119,413,108564,109553,98,+,990,(EC 2.4.1.-),2.28326180257511
3338,3177,4490,864,188,654,188,758,1169,3630563,3630838,3338,-,276,RNA polymerase omega subunit (EC 2.7.7.6),2.28859857482185
1782,211,841,138,13,104,13,49,219,1936551,1936772,1782,+,222,utilization operon protein PhnA,2.29059829059829
3085,9,291,25,15,19,15,2,76,3354533,3355888,3085,+,1356,"toxin transporter, determinant D",2.29411764705882
2240,991,985,119,123,90,123,236,256,2449512,2451365,2240,-,1854,(EC 3.1.1.3),2.30985915492958
4434,171,99,18,15,14,15,41,26,4914391,4915512,4434,+,1122,hypothetical protein,2.31034482758621
1132,5627,6470,857,655,650,655,1341,1684,1202722,1205325,1132,-,2604,siderophore receptor protein,2.31800766283525
3811,42,184,4,22,3,22,10,48,4160578,4161180,3811,+,603,protein,2.32
4897,164,287,51,10,39,10,39,75,5429743,5429928,4897,+,186,,2.3265306122449
3552,436,280,40,45,31,45,104,73,3874481,3875362,3552,-,882,hypothetical protein,2.32894736842105
1320,1893,3808,614,153,466,153,451,991,1429528,1431030,1320,+,1503,pyrophosphatase (EC 3.6.1.40),2.32956381260097
726,657,265,22,80,17,80,157,69,747199,748593,726,-,1395,transport protein (permease),2.32989690721649
169,0,54,0,6,0,6,0,14,175013,175786,169,-,774,amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1),2.33333333333333
1645,25,4,0,3,0,3,6,1,1802286,1802435,1645,+,150,protein,2.33333333333333
2307,76,254,14,25,11,25,18,66,2521458,2522072,2307,-,615,family,2.33333333333333
3257,27,191,25,5,19,5,6,50,3549930,3550064,3257,+,135,protein,2.33333333333333
3618,76,496,44,30,33,30,18,129,3945752,3946270,3618,+,519,hypothetical protein,2.33333333333333
3715,427,1019,104,78,79,78,101,266,4055441,4057507,3715,+,2067,ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1),2.33757961783439
2449,1356,874,92,165,70,165,323,227,2662477,2663367,2449,-,891,III secretion host injection and negative regulator protein (YopD),2.34042553191489
105,329,699,37,83,28,83,79,181,116684,117343,105,-,660,response regulator,2.34234234234234
3668,766,0,100,2,76,2,183,0,3993127,3993894,3668,-,768,glutamine amidotransferase,2.34615384615385
693,18,866,108,15,82,15,4,224,713717,715213,693,-,1497,cluster assembly protein SufB,2.35051546391753
1531,6,334,9,30,7,30,1,86,1667769,1668959,1531,-,1191,synthase beta chain (EC 4.2.1.20),2.35135135135135
2125,201,935,75,66,57,66,47,243,2313948,2314640,2125,-,693,hypothetical protein,2.35772357723577
1140,495,937,120,62,91,62,117,244,1216982,1217563,1140,+,582,"protein, Cse2 family",2.35947712418301
4750,1392,2150,185,237,140,237,332,558,5267557,5268015,4750,+,459,specific protein,2.36074270557029
3269,1227,1233,242,76,183,76,293,320,3565568,3566680,3269,-,1113,including yeast histone deacetylase and acetoin utilization protein,2.36679536679537
2925,9991,1631,725,637,548,637,2382,424,3165623,3167356,2925,+,1734,ImpG/VasA,2.36793248945148
354,943,1006,98,130,75,130,224,262,366649,367035,354,-,387,hypothetical protein,2.37073170731707
1378,2534,3005,398,282,302,282,603,782,1490956,1493862,1378,+,2907,polymerase associated protein RapA (EC 3.6.1.-),2.37157534246575
1332,1524,3661,388,262,293,262,364,953,1444343,1445086,1332,+,744,protein] reductase (EC 1.1.1.100),2.37297297297297
4156,1464,919,119,158,90,158,349,240,4641968,4642390,4156,+,423,protein; Hypothetical transmembrane protein,2.375
314,9570,8301,1226,923,929,923,2282,2160,326769,327788,314,+,1020,transport system permease protein DppB (TC 3.A.1.5.2),2.39848812095032
4616,1720,213,210,35,159,35,411,55,5108311,5108877,4616,+,567,protein HecA precursor,2.4020618556701
1985,2430,2833,422,228,319,228,579,737,2154234,2155212,1985,+,979,protein,2.40585009140768
1779,338,2450,249,109,189,109,81,638,1934720,1935547,1779,+,828,membrane protein,2.41275167785235
3773,955,295,66,76,50,76,228,77,4120081,4120290,3773,-,210,membrane protein,2.42063492063492
540,601,4692,300,335,228,335,143,1220,547770,548951,540,+,1182,of the major facilitator superfamily,2.42095914742451
4196,204,558,74,24,56,24,49,145,4681373,4681564,4196,+,192,element protein,2.425
2496,4866,1971,412,378,311,378,1160,512,2704712,2705248,2496,+,537,acetyltransferase (EC 2.3.1.128),2.4267053701016
398,11395,15401,1789,1416,1355,1416,2718,4008,407627,408286,398,-,660,protein,2.42728256946951
4772,3393,1780,260,326,198,326,810,462,5294094,5294471,4772,-,378,protein,2.42748091603053
3675,1808,4481,380,368,288,368,431,1166,4003387,4004031,3675,-,645,membrane protein YPO1468,2.4344512195122
4754,12989,3320,1044,836,791,836,3097,864,5274368,5276428,4754,+,2061,protein,2.43454210202827
4143,97,125,14,12,11,12,23,33,4612465,4612629,4143,+,165,protein,2.43478260869565
2980,1078,1239,149,124,113,124,257,322,3239209,3240015,2980,-,807,enol-lactone hydrolase (EC 3.1.1.24),2.44303797468354
2091,0,170,23,1,17,1,0,44,2288681,2288992,2091,+,312,replicon stabilization toxin,2.44444444444444
4075,8983,2491,1267,180,960,180,2141,647,4525677,4527110,4075,-,1434,fortimicin A synthase,2.44561403508772
3222,125,1407,90,93,68,93,29,366,3504066,3504593,3222,+,528,polymerase sigma factor FecI,2.45341614906832
3416,12863,15086,1860,1428,1409,1428,3067,3926,3710427,3710960,3416,+,534,delta-isomerase (EC 5.3.3.2),2.46492774057103
2336,236,144,0,38,0,38,56,38,2551106,2552365,2336,+,1260,of the major facilitator superfamily,2.47368421052632
3236,5596,5378,647,608,490,608,1335,1400,3525021,3525899,3236,+,879,DNA binding protein,2.49089253187614
3782,18463,21768,1917,2579,1452,2579,4404,5663,4124790,4126049,3782,-,1260,protein,2.49739518729844
1104,20,133,0,16,0,16,5,35,1175587,1175706,1104,-,120,protein,2.5
1482,4104,1639,380,272,289,272,979,426,1614931,1616055,1482,+,1125,hypothetical protein,2.50445632798574
412,7346,17620,1916,1069,1450,1069,1751,4585,420259,420834,412,-,576,protein,2.51528384279476
3807,2353,1061,403,27,305,27,561,276,4152780,4156085,3807,-,3306,biosynthesis non-ribosomal peptide synthetase modules,2.5210843373494
1969,3432,99,194,188,147,188,819,26,2138108,2138683,1969,-,576,protein,2.52238805970149
2410,265,163,14,31,11,31,63,43,2625081,2625275,2410,-,195,protein,2.52380952380952
61,256,1018,79,69,60,69,61,265,66639,66968,61,-,330,protein,2.52713178294574
458,3035,6112,492,542,372,542,723,1590,458441,458890,458,+,450,reductase transcriptional regulator NrdR,2.53063457330416
2835,1461,4443,345,333,261,333,349,1156,3072173,3072715,2835,+,543,synthetase,2.53367003367003
272,1068,2170,162,200,123,200,256,563,279206,280159,272,-,954,acid 3-O-methyltransferase (EC 2.1.1.68),2.53560371517028
2172,903,1784,140,162,105,162,214,464,2351737,2352543,2172,-,807,hypothetical protein,2.53932584269663
2517,9,354,0,37,0,37,2,92,2726553,2726738,2517,-,186,protein,2.54054054054054
2361,2612,335,165,153,125,153,623,87,2577139,2578041,2361,+,903,hydrolase (EC 3.7.1.-),2.55395683453237
2576,2790,1325,252,204,191,204,665,344,2782067,2783389,2576,+,1323,SAM domain protein,2.55443037974684
1983,1523,2580,202,250,155,250,365,670,2152088,2152978,1983,+,891,"activator of 4-hydroxyphenylacetate 3-monooxygenase operon, XylS/AraC family",2.55555555555556
856,575,502,65,56,49,56,138,131,904202,906106,856,+,1905,(EC 2.7.1.92) / uncharacterized domain,2.56190476190476
2461,52,337,13,29,10,29,12,88,2671425,2672747,2461,+,1323,"III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)",2.56410256410256
402,6534,15307,1641,917,1242,917,1559,3983,410311,412002,402,-,1692,plasmid conjugative transfer protein TraD,2.56692913385827
1016,26,479,15,40,11,40,6,125,1065541,1066410,1016,+,870,"glycohydrolase, hvnA; Halovibrin",2.56862745098039
3030,514,997,38,119,29,119,122,259,3299679,3300830,3030,-,1152,peptide synthetase,2.57432432432432
3027,112,555,10,58,8,58,26,144,3296827,3297342,3027,-,516,synthetase,2.57575757575758
3918,5650,5790,868,451,657,451,1348,1506,4303357,4304025,3918,+,669,"regulator, LuxR family",2.57581227436823
2963,339,907,79,63,60,63,81,236,3218065,3219375,2963,+,1311,regulon sensor protein PhoR (SphS) (EC 2.7.13.3),2.57723577235772
3316,2641,3721,395,319,299,319,627,968,3609686,3610996,3316,+,1311,transport system permease protein OppC (TC 3.A.1.5.1),2.58090614886731
448,9333,3909,706,719,536,719,2226,1018,449294,450322,448,-,1029,plasmid conjugative transfer pilus assembly protein TraF,2.58486055776892
4659,3964,2843,454,303,344,303,944,740,5174733,5175194,4659,+,462,element protein,2.60278207109737
1675,13076,6748,1063,1059,805,1059,3119,1756,1823497,1824600,1675,-,1104,major capsid protein,2.61534334763948
2498,127,388,37,22,28,22,30,101,2705819,2706406,2498,+,588,filamentation protein fic,2.62
2923,13786,9631,1763,875,1336,875,3288,2505,3161689,3165027,2923,+,3339,efflux system KefA protein / Small-conductance mechanosensitive channel,2.62008141112619
397,3645,5273,555,434,420,434,869,1373,406945,407301,397,-,357,hypothetical protein,2.62529274004684
3010,5107,2732,348,469,263,469,1218,711,3274308,3275315,3010,+,1008,nitrilase (EC 3.5.5.7),2.63524590163934
1129,12056,2625,853,700,647,700,2875,685,1197767,1198891,1129,-,1125,"division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",2.64291017074981
1099,17,657,45,32,34,32,4,171,1169974,1170663,1099,+,690,Biosynthesis QueE Radical SAM,2.65151515151515
4557,84,1045,65,59,51,59,21,271,5049422,5049538,4557,-,117,and related enzymes,2.65454545454545
1739,6168,2274,661,275,501,275,1471,591,1889511,1890410,1739,+,900,phosphoribosyltransferase (EC 2.4.2.17),2.65721649484536
4048,3486,1531,579,22,438,22,831,399,4480476,4480961,4048,-,486,protein,2.67391304347826
79,2325,774,185,143,140,143,555,202,90388,91272,79,+,885,exported protein YPO0661,2.67491166077738
3254,5473,4943,708,430,536,430,1304,1288,3545316,3548126,3254,+,2811,insecticidal toxin complex,2.6832298136646
3463,1629,440,117,98,89,98,388,114,3764608,3765663,3463,+,1056,transporter ATP-binding protein,2.68449197860963
20,18,284,0,29,0,29,4,74,25340,26986,20,+,1647,isomerase (EC 5.3.1.9),2.68965517241379
3518,2544,3810,448,252,341,252,604,992,3826625,3827776,3518,-,1152,periplasmic protein,2.69139966273187
2546,277,388,8,56,6,56,66,101,2755710,2755931,2546,-,222,element protein,2.69354838709677
4299,527,776,58,77,45,77,126,203,4787263,4787409,4299,-,147,fiber assembly protein,2.69672131147541
3208,7253,7484,797,751,604,751,1728,1948,3487134,3489410,3208,-,2277,homocysteine methyltransferase (EC 2.1.1.14),2.71291512915129
1074,6878,2030,970,64,734,64,1640,528,1137642,1138724,1074,-,1083,tail sheath protein FI,2.71679197994987
2073,351,1269,129,54,98,54,83,330,2267016,2267669,2073,+,654,(EC 3.3.2.1) of siderophore biosynthesis,2.71710526315789
4777,7909,4024,722,530,547,530,1887,1047,5298580,5299563,4777,+,984,bacteriophage tail fiber C-terminus,2.72423398328691
3878,601,1102,51,118,39,118,143,286,4254303,4254698,3878,+,396,protein,2.73248407643312
2545,2221,483,115,152,87,152,529,125,2754573,2755340,2545,+,768,family protein,2.73640167364017
3808,2024,2018,188,225,143,225,482,525,4156200,4157795,3808,-,1596,synthase,2.73641304347826
4414,723,1274,73,128,56,128,173,332,4894389,4895051,4414,-,663,ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1),2.7445652173913
2472,1215,2439,263,137,199,137,290,635,2681090,2682940,2472,+,1851,"III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG)",2.75297619047619
427,1709,0,62,101,47,101,408,0,432139,432453,427,-,315,protein,2.75675675675676
1431,1,181,0,17,0,17,0,47,1550791,1551438,1431,-,648,mutase (EC 5.4.2.1),2.76470588235294
3083,567,161,39,35,29,35,135,42,3352150,3352269,3083,-,120,protein,2.765625
1356,257,607,45,45,34,45,61,158,1469166,1469846,1356,-,681,hypothetical protein,2.77215189873418
1026,654,236,24,60,18,60,156,61,1077407,1079647,1026,-,2241,synthetase-related protein,2.78205128205128
4203,8253,4054,601,626,455,626,1968,1055,4688994,4690037,4203,-,1044,"[Alcaligin-like] transport system, permease component @ Iron-siderophore transport system, permease component",2.79648473635523
4309,183,166,35,5,26,5,44,43,4797211,4797369,4309,+,159,protein,2.80645161290323
2467,689,1755,112,135,86,135,164,457,2676291,2677079,2467,+,789,"III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)",2.80995475113122
2508,72,53,0,11,0,11,17,14,2717833,2718129,2508,+,297,protein,2.81818181818182
918,25,280,15,17,11,17,6,73,953047,953502,918,-,456,Ter protein YcbG,2.82142857142857
484,58,197,29,1,22,1,14,51,481454,481768,484,+,315,division protein BolA,2.82608695652174
492,1238,1219,124,121,95,121,295,317,491552,491959,492,+,408,thioesterase family active site,2.83333333333333
3148,211,145,41,0,31,0,50,38,3421242,3422375,3148,+,1134,resistance protein B,2.83870967741935
85,1404,1002,92,139,70,139,335,261,99433,100191,85,-,759,utilization protein LamB,2.85167464114833
2266,416,1383,206,4,156,4,99,360,2476374,2478971,2266,+,2598,protein,2.86875
4732,738,667,41,91,31,91,176,174,5253621,5254031,4732,+,411,protein,2.86885245901639
4530,2261,1721,454,0,344,0,540,448,5022350,5022769,4530,-,420,motor switch protein FliN,2.87209302325581
392,861,2471,151,181,114,181,206,642,402714,403094,392,-,381,transfer protein TraA,2.87457627118644
2424,1836,5676,366,388,277,388,438,1477,2638243,2639244,2424,-,1002,transcriptional regulator,2.8796992481203
4727,6,562,37,23,28,23,1,146,5250765,5251043,4727,+,279,toxin protein,2.88235294117647
3927,61,41,0,9,0,9,15,11,4311515,4311748,3927,-,234,cell death antitoxin MazE like,2.88888888888889
2037,42,370,21,21,16,21,10,97,2227688,2228257,2037,-,570,N1-acetyltransferase (EC 2.3.1.57),2.89189189189189
71,3135,4822,349,426,265,426,748,1255,82559,83893,71,-,1335,hypothetical protein,2.89869753979739
4256,177,532,33,37,25,37,42,138,4737548,4738990,4256,-,1443,kinase (EC 2.7.1.40),2.90322580645161
3447,688,2045,67,189,51,189,164,533,3743406,3745280,3447,+,1875,ligase (EC 6.5.1.2),2.90416666666667
431,2317,2107,171,249,130,249,552,550,435122,435703,431,+,582,hypothetical protein,2.90765171503958
280,1870,3528,270,264,205,264,445,919,289980,290852,280,-,873,membrane protein YPO2863,2.90831556503198
4871,338,1523,108,83,81,83,81,396,5386835,5387206,4871,+,372,Cytosolic Protein,2.90853658536585
19,8722,7301,827,740,627,740,2081,1899,23537,24916,19,-,1380,(EC 2.7.2.4),2.91148500365764
4863,472,1350,131,59,100,59,112,351,5376422,5376631,4863,+,210,protein,2.91194968553459
3696,743,2210,172,127,131,127,177,575,4032755,4033159,3696,-,405,thioesterase family active site,2.91472868217054
2522,10039,5715,781,741,591,741,2395,1488,2731219,2733027,2522,+,1809,tail fiber protein,2.91516516516517
2950,5186,3308,391,423,297,423,1237,862,3192423,3196880,2950,-,4458,probable insecticidal toxin,2.91527777777778
1808,844,789,53,99,40,99,202,205,1962613,1963593,1808,-,981,cofactor biosynthesis protein MoaA,2.92805755395683
3688,5044,1848,319,332,242,332,1202,481,4020620,4020859,3688,-,240,element protein,2.93205574912892
605,4948,8654,629,694,476,694,1179,2252,626718,627710,605,+,993,genome; segment 15/17,2.93247863247863
3823,3835,3380,493,236,373,236,914,879,4177588,4178592,3823,+,1005,hypothetical protein,2.94417077175698
443,25176,12901,2860,1003,2167,1003,6004,3357,442310,442843,443,-,534,lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),2.95299684542587
3563,1677,672,72,139,55,139,400,175,3888057,3888611,3563,-,555,B561,2.9639175257732
2581,1103,993,161,54,122,54,263,259,2785422,2786882,2581,+,1461,"SAM family protein HutW, similar to coproporphyrinogen III oxidase, oxygen-independent, associated with heme uptake",2.96590909090909
4892,9524,16026,1499,1028,1136,1028,2272,4168,5419596,5420024,4892,-,429,membrane protein YPO1482,2.97597042513863
2299,3293,545,268,109,203,109,786,143,2513451,2514614,2299,-,1164,5-dehydrogenase (EC 1.1.1.17),2.9775641025641
634,2870,4196,499,219,377,219,684,1091,656631,658136,634,+,1506,"ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)",2.97818791946309
3974,214,1001,73,50,55,50,52,261,4372035,4373504,3974,+,1470,protein,2.98095238095238
1338,3627,1746,203,287,154,287,865,455,1452707,1452964,1338,-,258,synthase small subunit (EC 2.2.1.6),2.99319727891156
738,29,102,9,4,7,4,6,27,767553,769736,738,-,2184,hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3),3
859,1,24,2,0,2,0,0,6,907915,908235,859,+,321,hypothetical protein,3
3430,1108,2130,175,140,132,140,264,555,3723833,3724267,3430,+,435,beta- galactosidase,3.01102941176471
4383,36884,14755,3032,1902,2294,1902,8795,3840,4868273,4869700,4383,+,1428,protein ImpA,3.01120114394662
394,6608,6959,872,464,660,464,1576,1810,403682,404905,394,-,1224,plasmid conjugative transfer pilus assembly protein TraB,3.01245551601423
2222,1254,5131,419,220,319,220,299,1335,2411974,2412153,2222,+,180,element protein,3.03153988868275
2747,215,98,26,5,20,5,51,25,2957203,2958918,2747,+,1716,dehydrogenase (EC 1.1.2.5),3.04
536,4300,1515,229,293,174,293,1026,394,542823,543878,536,-,1056,"F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases",3.0406852248394
593,2263,1575,221,142,168,142,540,409,610511,610999,593,-,489,hypothetical protein,3.06129032258065
1814,3160,257,134,167,101,167,754,67,1968879,1970783,1814,+,1905,arginine decarboxylase (EC 4.1.1.19),3.0634328358209
2459,5785,1372,263,365,199,365,1380,356,2669978,2671118,2459,-,1141,III secretion outermembrane negative regulator of secretion (TyeA),3.07801418439716
1039,197,606,59,21,45,21,47,157,1093781,1093909,1039,+,129,protein,3.09090909090909
3729,35,220,0,21,0,21,8,57,4073416,4073769,3729,-,354,protein,3.0952380952381
3783,5212,2839,332,387,252,387,1243,739,4126215,4126439,3783,+,225,fiber assembly protein,3.10172143974961
745,785,1054,53,108,40,108,187,274,775351,776604,745,-,1254,"C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate, aspartate",3.11486486486486
3272,311,413,58,14,44,14,74,107,3568725,3568838,3272,-,114,protein,3.12068965517241
4796,106,0,11,0,8,0,25,0,5315949,5316206,4796,+,258,E6 immunity protein,3.125
3916,1833,4703,427,207,324,207,437,1226,4301906,4302595,3916,+,690,transcription regulator PA1347,3.13182674199623
635,1450,978,121,98,92,98,345,254,658143,659114,635,+,972,"ABC transport system, permease protein RbsC (TC 3.A.1.2.1)",3.15263157894737
1047,171,0,0,13,0,13,41,0,1107456,1107872,1047,-,417,hypothetical protein,3.15384615384615
386,8017,5520,648,566,491,566,1911,1436,391652,392911,386,-,1260,plasmid conjugative transfer pilus assembly protein TraW,3.16650898770104
2487,2194,3785,294,251,224,251,521,985,2692878,2694365,2487,+,1488,outer membrane protein,3.17052631578947
3387,13681,4182,1026,594,778,594,3262,1088,3679746,3684203,3387,-,4458,synthase [NADPH] large chain (EC 1.4.1.13),3.17055393586006
611,1239,696,160,28,122,28,295,181,634616,635065,611,+,450,protein,3.17333333333333
2015,351,1435,65,95,49,95,84,373,2201377,2202738,2015,-,1362,protease,3.17361111111111
4739,5335,1274,325,256,248,256,1272,332,5258117,5260174,4739,-,2058,protein,3.18253968253968
3639,6620,5456,496,565,376,565,1578,1420,3964904,3966175,3639,-,1272,bacteriophage tail fiber C-terminus,3.18597236981934
167,251,846,74,31,56,31,59,219,172950,173351,167,-,402,protein,3.19540229885057
2115,8,177,9,8,7,8,2,46,2305654,2305788,2115,+,135,protein,3.2
2939,1227,370,99,46,75,46,293,96,3184116,3184496,2939,+,381,1-decarboxylase (EC 4.1.1.11),3.21487603305785
1534,122,0,12,0,9,0,29,0,1671397,1671975,1534,-,579,"synthase, amidotransferase component (EC 4.1.3.27)",3.22222222222222
2213,8460,5487,762,491,577,491,2018,1428,2403709,2405088,2213,-,1380,protein,3.22659176029963
263,3409,10522,944,380,717,380,813,2737,267848,268630,263,+,783,protein; Some similarities with putative transferase enzyme,3.23609845031905
2364,605,1389,142,48,108,48,144,361,2579578,2579766,2364,-,189,"synthase A-like protein, uncharacterized enzyme involved in pigment biosynthesis",3.23717948717949
1494,366,387,43,25,33,25,87,101,1628980,1629375,1494,-,396,,3.24137931034483
3215,1920,5248,475,202,360,202,457,1368,3496343,3497095,3215,-,753,membrane protein,3.24733096085409
656,3,46,0,4,0,4,1,12,677747,679420,656,+,1674,transport periplasmic protein SapA,3.25
904,11,140,16,0,12,0,3,36,941242,941577,904,+,336,protein,3.25
2095,347,2161,184,58,140,58,83,562,2290305,2290547,2095,-,243,hypothetical protein,3.25757575757576
3279,94,691,57,19,43,19,22,180,3574536,3576089,3279,+,1554,GTP-binding protein YdgA,3.25806451612903
1589,875,736,110,39,84,39,209,192,1748892,1750352,1589,-,1461,hypothetical protein,3.26016260162602
2582,3660,3547,392,253,297,253,874,922,2786895,2787695,2582,+,801,methyltransferases,3.26545454545455
353,31248,24135,3599,1477,2727,1477,7453,6280,364744,366471,353,-,1728,DNA primerase,3.26665080875357
2130,1,189,0,15,0,15,0,49,2318544,2319218,2130,-,675,hypothetical protein,3.26666666666667
3002,170,2011,85,108,64,108,41,522,3265150,3266205,3002,-,1056,polymerase IV (EC 2.7.7.7),3.27325581395349
223,2818,3430,210,318,159,318,671,893,228422,229447,223,-,1026,3-dehydrogenase (EC 1.1.1.103),3.27882599580713
2644,1430,521,181,8,137,8,341,136,2856740,2856910,2644,+,171,hypothetical protein,3.28965517241379
4059,35,526,15,33,11,33,8,137,4489235,4489372,4059,+,138,protein,3.29545454545455
1820,0,720,19,42,15,42,0,188,1974884,1976545,1820,-,1662,"sugar-phosphate stress, transcriptional activator of SgrS small RNA",3.29824561403509
1399,1662,2570,164,198,124,198,396,668,1517264,1518430,1399,-,1167,antiporter NhaA type,3.30434782608696
4856,6281,5251,543,455,411,455,1498,1366,5368230,5368739,4856,+,510,transporter/cytolysins activator of TpsB family,3.30715935334873
1142,1662,3119,150,250,114,250,395,813,1218629,1219375,1142,+,747,"protein, Cas5e family",3.31868131868132
3751,11203,11452,1645,456,1245,456,2671,2980,4097210,4098103,3751,-,894,"regulator, LysR family",3.32216343327454
2778,189,55,9,11,7,11,45,15,2991249,2992085,2778,-,837,trypsin-like serine protease,3.33333333333333
3040,85,0,0,6,0,6,20,0,3309972,3310379,3040,+,408,protein,3.33333333333333
4034,0,153,0,12,0,12,0,40,4463301,4464194,4034,+,894,"regulator, LysR family",3.33333333333333
4098,18559,16943,1218,1717,923,1717,4427,4410,4542563,4543615,4098,+,1053,element protein,3.34734848484848
1682,15142,12410,1194,1128,903,1128,3609,3229,1833176,1833991,1682,-,816,repair DNA adenine methylase (EC 2.1.1.72),3.36681437715411
1024,1,1192,77,34,58,34,0,310,1072666,1074156,1024,-,1491,ligase (EC 6.2.1.3),3.3695652173913
2500,448,43,46,0,35,0,107,11,2711558,2712874,2500,-,1317,ATP /GTP binding protein,3.37142857142857
3527,4322,1598,151,315,114,315,1031,416,3838353,3839498,3527,-,1146,membrane protein/protective antigen OMA87,3.37296037296037
4675,17004,4965,849,941,643,941,4054,1292,5189746,5194776,4675,+,5031,,3.375
2193,10601,5084,490,764,372,764,2529,1322,2380362,2382767,2193,-,2406,A ligase (EC 6.2.1.30),3.38996478873239
1740,3757,116,166,148,125,148,896,30,1890417,1892839,1740,+,2423,dehydrogenase (EC 1.1.1.23),3.39194139194139
2532,2222,883,183,84,140,84,530,231,2742630,2744723,2532,-,2094,putative siderophore membrane receptor of ABC transport system,3.39732142857143
2207,5376,4393,360,441,273,441,1283,1143,2398114,2399355,2207,-,1242,"synthase, KASII (EC 2.3.1.41)",3.39775910364146
213,119,87,20,0,15,0,28,23,219726,219893,213,-,168,protein,3.4
4131,1129,2528,126,178,95,178,269,660,4584058,4585500,4131,+,1443,"alkaline metalloproteinase (EC 3.4.24.-), PrtA/B/C/G homolog",3.4029304029304
1563,178,126,23,5,17,5,42,33,1709915,1711195,1563,-,1281,PROTEIN,3.40909090909091
3719,4268,5981,355,484,269,484,1018,1557,4061557,4062369,3719,-,813,"hydrolase (pyridoxal phosphatase) Cof, detected in genetic screen for thiamin metabolic genes (PMID:15292217)",3.41965471447543
2452,21,522,16,29,12,29,5,136,2665111,2666040,2452,-,930,"III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)",3.4390243902439
